1.3941e+15,4,3.3021e+09,1.558e+09,1011,-39,23
1.3941e+15,4,3.3021e+09,1.558e+09,1007,-39,19
1.3941e+15,4,3.3021e+09,1.558e+09,1003,-39,19
1.3941e+15,4,3.3021e+09,1.558e+09,1003,-35,11
1.3941e+15,4,3.3021e+09,1.558e+09,1007,-35,3
1.3941e+15,4,3.3021e+09,1.5581e+09,1007,-39,11
1.3941e+15,4,3.3021e+09,1.5581e+09,1003,-42,19
1.3941e+15,4,3.3021e+09,1.5581e+09,1007,-39,19
1.3941e+15,4,3.3021e+09,1.5581e+09,1003,-35,19
1.3941e+15,4,3.3021e+09,1.5581e+09,1007,-39,15
1.3941e+15,4,3.3021e+09,1.5581e+09,1007,-35,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,984,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-35,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-31,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1027,-39,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-31,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-31,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,7
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1023,-35,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-39,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-42,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-42,19
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,11
1.3941e+15,4,3.3022e+09,1.5581e+09,984,-35,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,11
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1011,-39,15
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-42,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-46,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-42,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1007,-39,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-42,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-42,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,31
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-39,27
1.3941e+15,4,3.3022e+09,1.5581e+09,1003,-35,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,23
1.3941e+15,4,3.3022e+09,1.5581e+09,1000,-35,15
